120	-0.110738231	14559	13981	3685.05	884	931	370.61	13675	13097	16413	16097	6283.46	1647	1732	648.7	14766	14450	1.079780622	1.103306101	0.110738231	0.141833107	0.110738231
121	-1.173014613	29114	26040	7708.26	816	889	392.32	28298	25224	65535	59283	14371.04	1728	1773	571.01	63807	57555	2.254823662	2.281755471	1.173014613	1.190144191	1.173014613
122	-0.576003773	5003	4777	1590.91	803	863	375.2	4200	3974	7987	7765	2431.36	1726	1788	607.76	6261	6039	1.490714286	1.519627579	0.576003773	0.6037178	0.576003773
123	-1.427380952	4041	3976	1266.93	826	855	382.27	3215	3150	10275	10091	3001.5	1628	1662	575.09	8647	8463	2.689580093	2.686666667	1.427380952	1.425817338	1.427380952
124	-0.496047943	4867	4864	1764.62	807	835	360.98	4060	4057	7406	7258	2081.03	1680	1725	584.77	5726	5578	1.410344828	1.374907567	0.496047943	0.459334632	0.496047943
125	-1.52124797	4166	4726	1488.46	802	825	373.7	3364	3924	11246	11655	4786.6	1590	1665	520.88	9656	10065	2.87039239	2.564984709	1.52124797	1.358950226	1.52124797
126	-0.936206831	4115	4308	2207.54	809	854	372.74	3306	3499	8006	9405	8474.11	1680	1729	609.33	6326	7725	1.913490623	2.20777365	0.936206831	1.142592268	0.936206831
127	0.018827053	65535	55049	20890.8	823	887	392.51	64712	54226	65535	57808	17131.18	1662	1686	597.25	63873	56146	0.987034862	1.035407369	-0.018827053	0.050198491	-0.018827053
128	-0.547412762	5811	5691	1974.42	751	794	359.12	5060	4940	9024	9173	3385.06	1629	1669	581.39	7395	7544	1.461462451	1.527125506	0.547412762	0.610818634	0.547412762
129	-1.079814341	6466	6018	2283.45	770	815	354.96	5696	5248	13604	12980	5862.98	1564	1638	599.48	12040	11416	2.113764045	2.175304878	1.079814341	1.121217615	1.079814341
130	-1.01200779	31587	28118	10520.9	718	789	386.23	30869	27400	63954	55451	17988.15	1700	1715	561.93	62254	53751	2.016715799	1.961715328	1.01200779	0.972115702	1.01200779
131	-0.400121649	3613	3512	1312.01	672	733	353.31	2941	2840	5493	5741	2109.76	1612	1659	544.17	3881	4129	1.319619177	1.453873239	0.400121649	0.539901489	0.400121649
132	-0.935017048	34214	30583	13017.87	747	761	374.42	33467	29836	65535	58431	16965.37	1549	1630	641.23	63986	56882	1.911913228	1.906488805	0.935017048	0.93091806	0.935017048
133	-0.477423525	6738	6418	1704.45	747	797	339.09	5991	5671	9918	9601	2414.8	1577	1600	582.73	8341	8024	1.392255049	1.414918004	0.477423525	0.50071845	0.477423525
134	-1.50645323	2727	2818	1073.1	776	870	425.94	1951	2042	7085	8452	5009.8	1542	1629	615.27	5543	6910	2.841107125	3.383937316	1.50645323	1.758702844	1.50645323
135	-1.902088305	7684	7224	3346.21	803	852	371.55	6881	6421	27353	25631	10072.83	1635	1731	698.85	25718	23996	3.737538149	3.737112599	1.902088305	1.901924033	1.902088305
136	-1.529206583	7853	6810	3516.65	766	845	394.35	7087	6044	22140	18845	9190.06	1685	1736	649.08	20455	17160	2.886270636	2.839179351	1.529206583	1.505473987	1.529206583
137	-0.961205606	13468	12214	4547.5	804	827	360.35	12664	11410	26264	24902	8362.64	1608	1650	583.87	24656	23294	1.946936197	2.041542507	0.961205606	1.029659606	0.961205606
138	-0.183782239	7267	6777	2825.23	797	831	387.09	6470	5980	9021	8744	3432.73	1672	1731	583.03	7349	7072	1.135857805	1.182608696	0.183782239	0.24197279	0.183782239
139	-1.19059494	7674	7027	2925.1	852	902	377.23	6822	6175	17255	16151	5428.63	1684	1726	569.77	15571	14467	2.282468484	2.342834008	1.19059494	1.228254742	1.19059494
140	-1.316291826	4718	4629	1569.56	871	899	370.51	3847	3758	11335	11826	4447.82	1755	1769	562.82	9580	10071	2.490252145	2.679882916	1.316291826	1.422169971	1.316291826
141	-0.710012413	36138	32421	10715.36	804	869	378.44	35334	31617	59398	52135	17232.77	1598	1615	529.75	57800	50537	1.635818192	1.598412247	0.710012413	0.676639542	0.710012413
142	-1.228929877	1866	1912	749.71	828	882	401.76	1038	1084	4019	4120	1260.05	1586	1623	543.23	2433	2534	2.343930636	2.337638376	1.228929877	1.225051768	1.228929877
143	-0.223230467	2531	2454	962.98	810	871	382.89	1721	1644	3592	3870	1481.42	1583	1650	568.45	2009	2287	1.167344567	1.391119221	0.223230467	0.476246067	0.223230467
144	-1.76398489	2339	2469	1058.72	805	853	375.51	1534	1664	6917	7371	4162.95	1707	1736	574.84	5210	5664	3.396349413	3.403846154	1.76398489	1.767165832	1.76398489
145	-0.476768466	3614	3596	1073.79	749	823	406.56	2865	2847	5558	5673	1666.6	1571	1658	720.34	3987	4102	1.391623037	1.440814893	0.476768466	0.526884999	0.476768466
146	-1.183348508	4815	4637	1938.93	845	909	556.73	3970	3792	10585	11007	5230.71	1569	1677	792.04	9016	9438	2.271032746	2.488924051	1.183348508	1.315522207	1.183348508
147	-0.663230251	5365	4836	2256.17	785	832	375.59	4580	4051	8880	8395	3575.15	1627	1664	529.83	7253	6768	1.583624454	1.670698593	0.663230251	0.740451483	0.663230251
148	-0.332933675	4314	4090	1540.19	762	809	372.14	3552	3328	6116	6066	1985.46	1642	1670	552.65	4474	4424	1.259572072	1.329326923	0.332933675	0.410695952	0.332933675
149	-2.267498654	2049	2032	805.76	839	852	400.66	1210	1193	7391	7200	2474.51	1565	1597	544.81	5826	5635	4.814876033	4.723386421	2.267498654	2.239821567	2.267498654
150	-1.2157349	4009	3930	1435.48	782	807	375.55	3227	3148	8927	8970	3157.9	1432	1507	564.96	7495	7538	2.322590641	2.394536213	1.2157349	1.259746254	1.2157349
151	0.593075457	13889	12837	4621.79	782	804	357.47	13107	12055	10215	9545	3326.54	1526	1529	558.97	8689	8019	0.662928206	0.665201161	-0.593075457	-0.588137408	-0.593075457
152	-1.03863266	1767	2003	1560.57	809	839	367.96	958	1194	3541	3872	3390.36	1573	1559	503.8	1968	2299	2.054279749	1.925460637	1.03863266	0.945203629	1.03863266
153	-1.597918561	2355	2586	956.85	840	878	382.41	1515	1746	6184	6362	2235.99	1598	1622	560.84	4586	4764	3.027062706	2.728522337	1.597918561	1.448119854	1.597918561
154	-1.573968582	1707	2496	1340.09	741	797	355.05	966	1755	4501	5287	2870.17	1625	1686	554.08	2876	3662	2.977225673	2.086609687	1.573968582	1.061160761	1.573968582
155	-1.543346692	7219	6747	2600.46	783	832	378.98	6436	5964	20335	19558	6714.5	1576	1624	562.26	18759	17982	2.914698571	3.015090543	1.543346692	1.592201327	1.543346692
156	-1.936864275	11359	17863	6345.34	797	847	383.22	10562	17066	42079	39587	11529	1640	1724	831.6	40439	37947	3.82872562	2.223543888	1.936864275	1.152860881	1.936864275
